time,VS,HS,TS,IH,IT,IC,OT,OH,OC
2023/10/14 1:10,0,0,1,97.42,20.29,4695,26.4,63.86,542
2023/10/14 1:20,0,0,1,98.31,20.54,4873,26.86,63.55,535
2023/10/14 1:30,0,0,1,98.8,20.83,4843,26.52,63.98,532
2023/10/14 1:40,0,0,1,99.1,21.08,4812,26.63,63.44,529
2023/10/14 1:50,0,0,0,99.29,21.31,4964,27.06,61.5,528
2023/10/14 2:00,0,0,0,99.56,21.5,5000,27.4,58.57,534
2023/10/14 2:10,0,0,0,97.07,21.12,5000,27.8,56.11,534
2023/10/14 2:20,0,0,1,92.52,20.54,4950,27.96,55.77,530
2023/10/14 2:30,0,0,1,91.21,20.11,4955,28.05,56.96,521
2023/10/14 2:40,0,0,1,92.09,19.9,5000,27.88,56.82,519
2023/10/14 2:50,0,0,1,94.19,20.06,5000,28.01,56.38,518
2023/10/14 3:00,0,0,1,95.89,20.38,5000,28.15,55.85,518
2023/10/14 3:10,0,0,1,96.79,20.76,5000,28.19,55.9,517
2023/10/14 3:20,0,0,0,97.48,21.1,5000,28.35,54.67,517
2023/10/14 3:30,0,0,0,96.13,21.53,5000,28.62,53.26,515
2023/10/14 3:40,0,0,1,92.01,20.69,5000,29.06,53.45,513
2023/10/14 3:50,1,0,1,91.3,20.21,4895,29.14,51.74,510
2023/10/14 4:00,1,0,1,91.85,20.32,3171,29.13,54.07,506
2023/10/14 4:10,1,0,1,93.34,20.49,2353,29.04,54.38,504
2023/10/14 4:20,1,0,1,95.17,20.57,2362,29.48,53.35,503
2023/10/14 4:30,0,0,1,96.49,20.79,2493,29.28,53.29,503
2023/10/14 4:40,0,0,1,97.27,21.1,2643,29.23,53.41,503
2023/10/14 4:50,0,0,0,98.12,21.34,2828,29.62,53.58,506
2023/10/14 5:00,0,0,0,98.39,21.42,2944,29.27,53.38,505
2023/10/14 5:10,0,0,1,93.6,20.65,3114,29.52,54.12,509
2023/10/14 5:20,0,0,1,90.85,20.15,3276,29.91,51.42,509
2023/10/14 5:30,0,0,1,91.45,20,3426,29.87,52.6,502
2023/10/14 5:40,0,0,1,93.59,20.12,3576,29.66,53.27,499
2023/10/14 5:50,0,0,1,95.25,20.33,3721,29.32,55.29,498
2023/10/14 6:00,0,0,1,96.5,20.6,3840,29.48,54.45,499
2023/10/14 6:10,0,0,1,97.37,20.84,3982,29.65,53.58,499
2023/10/14 6:20,0,0,1,98.01,21.09,4140,29.93,52.1,498
2023/10/14 6:30,0,0,0,98.46,21.33,4309,30.24,51.08,496
2023/10/14 6:40,0,0,0,97.92,21.34,4477,30.09,50.16,492
2023/10/14 6:50,0,0,1,93.36,20.65,4633,30.3,50.84,492
2023/10/14 7:00,0,0,1,90.75,20.22,4769,30.5,51.74,492
2023/10/14 7:10,0,0,1,91.14,20,4895,30.44,51.71,492
2023/10/14 7:20,0,0,1,93.31,20.12,4992,30.23,51.31,495
2023/10/14 7:30,0,0,1,95,20.35,5000,30.13,52.7,495
2023/10/14 7:40,0,0,1,96.27,20.6,5000,30.11,52.85,497
2023/10/14 7:50,0,0,1,97.21,20.84,5000,30.17,52.37,508
2023/10/14 8:00,0,0,1,97.86,21.08,5000,30.1,52.59,507
2023/10/14 8:10,0,0,0,98.55,21.35,5000,30.44,51.75,502
2023/10/14 8:20,1,0,1,95.65,21.04,4984,30.25,52.35,501
2023/10/14 8:30,1,0,1,90,20.24,4992,30.03,54.67,500
2023/10/14 8:40,0,0,1,89.72,19.82,5000,29.6,56.54,500
2023/10/14 8:50,0,0,1,92.08,19.87,5000,28.68,60.44,501
2023/10/14 9:00,0,0,1,94.19,20.11,5000,27.68,63.61,504
2023/10/14 9:10,0,0,1,95.73,20.37,5000,26.71,67.99,510
2023/10/14 9:20,0,0,1,96.88,20.62,5000,26.15,71.03,516
2023/10/14 9:30,0,0,1,97.64,20.86,5000,25.82,73.57,524
2023/10/14 9:40,0,0,1,98.19,21.08,5000,25.26,75.87,528
2023/10/14 9:50,0,0,0,98.61,21.3,5000,24.48,78.2,786
2023/10/14 10:00,0,0,0,98.76,21.44,5000,23.79,81.08,843
2023/10/14 10:10,1,0,0,96.31,21.11,4901,23.26,83.51,766
2023/10/14 10:20,1,0,0,96.64,21.21,3667,22.92,84.92,738
2023/10/14 10:30,1,0,0,98.24,21.35,2906,22.7,85.88,731
2023/10/14 10:40,1,0,0,99.02,21.44,2614,22.34,87.21,657
2023/10/14 10:50,1,0,0,99.43,21.52,2520,22.14,87.97,609
2023/10/14 11:00,1,0,0,99.78,21.62,2387,22.04,88.59,612
2023/10/14 11:10,1,0,0,99.9,21.74,2382,22.07,88.78,612
2023/10/14 11:20,1,0,0,99.9,21.85,2377,22.24,88.62,609
2023/10/14 11:30,1,0,0,99.9,21.99,2335,22.47,88.03,603
2023/10/14 11:40,1,0,0,99.9,22.07,2169,22.58,87.92,603
2023/10/14 11:50,1,0,0,99.9,22.16,2151,22.57,87.49,604
2023/10/14 12:00,1,0,0,99.9,22.26,2281,22.52,87.59,603
2023/10/14 12:10,1,0,0,99.9,22.3,2273,22.32,88.36,608
2023/10/14 12:20,1,0,0,99.9,22.33,2052,22.07,88.38,674
2023/10/14 12:30,1,0,0,99.9,22.38,1766,21.94,87.68,955
2023/10/14 12:40,1,0,0,99.9,22.36,1401,21.87,88.19,941
2023/10/14 12:50,1,0,0,99.9,22.4,1215,21.8,88.7,911
2023/10/14 13:00,1,0,0,99.9,22.4,1096,21.83,89.02,888
2023/10/14 13:10,1,0,0,99.9,22.44,987,21.9,89.18,827
2023/10/14 13:20,1,0,0,99.9,22.5,946,21.86,89.51,783
2023/10/14 13:30,1,0,0,99.9,22.52,901,21.79,89.77,679
2023/10/14 13:40,1,0,0,99.9,22.56,864,21.79,89.56,638
2023/10/14 13:50,1,0,0,99.87,22.58,836,21.68,89.68,643
2023/10/14 14:00,1,0,0,99.87,22.6,823,21.63,89.98,647
2023/10/14 14:10,1,0,0,99.84,22.6,813,21.7,90.06,639
2023/10/14 14:20,1,0,0,99.8,22.63,809,21.75,89.77,632
2023/10/14 14:30,1,0,0,99.77,22.68,807,21.79,89.4,624
2023/10/14 14:40,1,0,0,99.69,22.7,799,21.71,89.71,623
2023/10/14 14:50,1,0,0,99.62,22.7,795,21.72,89.55,620
2023/10/14 15:00,1,0,0,99.45,22.7,780,21.73,89.47,616
2023/10/14 15:10,1,0,0,99.46,22.73,781,21.86,88.44,906
2023/10/14 15:20,1,0,0,99.43,22.79,800,22.04,88.17,947
2023/10/14 15:30,1,0,0,99.37,22.81,816,22.16,88.27,951
2023/10/14 15:40,1,0,0,99.32,22.88,835,22.27,88.29,915
2023/10/14 15:50,1,0,0,99.4,22.9,868,22.38,87.92,831
2023/10/14 16:00,1,0,0,99.43,22.95,886,22.45,87.2,737
2023/10/14 16:10,1,0,0,99.42,23,910,22.41,87.58,703
2023/10/14 16:20,1,0,0,99.29,23,904,22.49,86.53,641
2023/10/14 16:30,1,0,0,99.18,23.02,887,22.53,85.16,611
2023/10/14 16:40,1,0,0,99.01,23.07,874,22.37,84.22,599
2023/10/14 16:50,1,0,0,98.72,23.02,822,22.11,84.54,588
2023/10/14 17:00,1,0,0,98.31,23,754,21.77,85.79,601
2023/10/14 17:10,1,0,0,97.9,22.96,693,21.42,86.65,615
2023/10/14 17:20,1,0,0,97.01,22.91,656,21.23,87.29,617
2023/10/14 17:30,1,0,0,96.86,22.92,650,21.1,88.11,617
2023/10/14 17:40,1,0,0,97.13,22.92,649,21.05,88.64,614
2023/10/14 17:50,1,0,0,96.63,22.9,626,20.95,88.29,855
2023/10/14 18:00,1,0,0,96.19,22.9,616,20.82,88.6,974
2023/10/14 18:10,1,0,0,95.6,22.9,611,20.76,89,911
2023/10/14 18:20,1,0,0,95.78,22.87,613,20.66,89.46,876
2023/10/14 18:30,1,0,0,95.71,22.83,618,20.6,89.61,858
2023/10/14 18:40,1,0,0,95.59,22.8,624,20.68,89.15,745
2023/10/14 18:50,1,0,0,94.98,22.8,623,20.47,90.06,720
2023/10/14 19:00,1,0,0,94.82,22.77,610,20.3,90.62,678
2023/10/14 19:10,1,0,0,94.53,22.75,608,20.29,90.73,656
2023/10/14 19:20,1,0,0,94.49,22.71,607,20.34,90.54,644
2023/10/14 19:30,1,0,0,94.84,22.71,609,20.38,90.59,636
2023/10/14 19:40,1,0,0,95.31,22.7,613,20.39,90.67,633
2023/10/14 19:50,1,0,0,95.33,22.7,612,20.38,90.78,637
2023/10/14 20:00,1,0,0,95.42,22.7,608,20.41,90.88,635
2023/10/14 20:10,1,0,0,95.49,22.7,610,20.4,90.94,638
2023/10/14 20:20,1,0,0,95.4,22.7,613,20.37,90.86,636
2023/10/14 20:30,1,0,0,95.48,22.7,610,20.3,90.7,730
2023/10/14 20:40,1,0,0,95.34,22.68,624,20.38,89.64,944
2023/10/14 20:50,1,0,0,95.01,22.63,645,20.41,89.79,981
2023/10/14 21:00,1,0,0,95.16,22.65,674,20.46,89.65,925
2023/10/14 21:10,1,0,0,95.12,22.66,681,20.58,89.33,819
2023/10/14 21:20,1,0,0,95.32,22.69,719,20.74,88.66,797
2023/10/14 21:30,1,0,0,95.56,22.69,734,20.73,89.19,800
2023/10/14 21:40,1,0,0,95.49,22.69,713,20.85,89.06,715
2023/10/14 21:50,1,0,0,95.56,22.7,661,20.97,85.47,625
2023/10/14 22:00,1,0,0,95.78,22.7,664,21.41,81.69,586
2023/10/14 22:10,1,0,0,95.56,22.7,669,21.48,80.97,581
2023/10/14 22:20,1,0,0,95.24,22.7,660,21.49,80.46,580
2023/10/14 22:30,1,0,0,95.08,22.7,661,21.58,80.84,583
2023/10/14 22:40,1,0,0,95.16,22.7,667,21.73,81.36,586
2023/10/14 22:50,0,0,0,95.62,22.76,675,21.81,79.32,584
2023/10/14 23:00,0,0,0,95.72,22.78,695,21.93,78.61,581
2023/10/14 23:10,0,0,0,95.59,22.79,691,22.07,78.85,584
2023/10/14 23:20,0,0,0,95.34,22.8,704,22.15,78.59,665
2023/10/14 23:30,0,0,0,95.31,22.81,718,22.3,78.2,706
2023/10/14 23:40,0,0,0,95.46,22.87,755,22.51,77.84,670
2023/10/14 23:50,0,0,0,95.52,22.9,783,22.9,76.4,672
2023/10/15 0:00,0,0,0,95.2,22.96,818,23.4,75.15,655
2023/10/15 0:10,0,0,0,95.34,23.08,843,23.64,74.33,622
2023/10/15 0:20,0,0,0,95.54,23.17,912,23.74,73.78,574
2023/10/15 0:30,0,0,0,95.61,23.23,950,24.05,72.85,559
2023/10/15 0:40,0,0,0,95.68,23.32,997,24.31,71.05,557
2023/10/15 0:50,0,0,0,96.33,23.42,1117,24.88,68.67,558
2023/10/15 1:00,0,0,0,97.42,23.5,1299,25.19,67.62,553
2023/10/15 1:10,0,0,0,97.52,23.51,1376,25.26,68.14,546
2023/10/15 1:20,0,0,0,96.8,23.58,1331,25.24,67.03,546
2023/10/15 1:30,0,0,0,97.11,23.69,1427,25.26,65.47,546
2023/10/15 1:40,0,0,0,97.31,23.76,1502,25.21,66.37,544
2023/10/15 1:50,0,0,0,97.19,23.77,1514,25.47,65.41,542
2023/10/15 2:00,1,0,0,96.48,23.8,1465,25.86,64.67,542
2023/10/15 2:10,1,0,0,95.47,23.85,1384,26.08,63.34,545
2023/10/15 2:20,1,0,0,94.68,23.9,1324,26.3,62.95,545
2023/10/15 2:30,1,0,0,93.61,23.93,1277,26.47,61.61,567
2023/10/15 2:40,1,0,0,92.13,23.99,1175,26.59,61.18,534
2023/10/15 2:50,1,0,0,90.29,24,1032,26.79,58.73,524
2023/10/15 3:00,1,0,0,90.74,24.11,978,27.15,58.66,521
2023/10/15 3:10,1,0,0,90.97,24.16,953,27.09,57.96,522
2023/10/15 3:20,1,0,0,86.58,24.13,867,27.27,58.35,521
2023/10/15 3:30,1,0,0,87.57,24.24,827,27.74,56.8,517
2023/10/15 3:40,1,1,0,88.94,24.31,834,28.01,54.72,514
2023/10/15 3:50,1,1,0,85.74,24.32,827,28.18,54.57,510
2023/10/15 4:00,1,1,0,82.38,24.38,728,28.22,54.42,509
2023/10/15 4:10,1,1,0,81.8,24.49,684,28.38,54.61,511
2023/10/15 4:20,1,1,0,83.51,24.58,717,28.66,56.14,510
2023/10/15 4:30,1,1,0,82.23,24.63,671,28.97,55.42,508
2023/10/15 4:40,1,1,0,82.63,24.7,666,28.57,55.97,505
2023/10/15 4:50,1,1,0,82.75,24.77,679,29.06,54.45,501
2023/10/15 5:00,1,1,0,81.19,24.83,649,29.46,53.52,499
2023/10/15 5:10,1,1,0,80.82,24.92,616,29.58,52.84,499
2023/10/15 5:20,1,1,0,80.48,24.97,612,29.43,53.63,500
2023/10/15 5:30,1,1,0,78.99,25.03,607,29.57,53.25,500
2023/10/15 5:40,1,1,0,78.77,25.1,566,29.8,53.42,499
2023/10/15 5:50,1,1,0,78.85,25.18,560,29.64,53.6,496
2023/10/15 6:00,1,1,0,78.14,25.25,564,29.82,53.68,495
2023/10/15 6:10,1,1,0,78.16,25.31,567,29.63,53.18,493
2023/10/15 6:20,0,1,0,78.49,25.38,598,29.75,51.44,493
2023/10/15 6:30,0,1,0,77.8,25.41,632,30.11,51.65,493
2023/10/15 6:40,0,1,0,77.51,25.48,644,29.84,52.34,493
2023/10/15 6:50,0,1,0,77.2,25.52,639,30,51.31,493
2023/10/15 7:00,0,1,0,76.52,25.58,628,30.06,52.33,493
2023/10/15 7:10,0,1,0,75.81,25.6,645,30.3,52.01,492
2023/10/15 7:20,0,1,0,77.14,25.66,652,29.75,52.29,493
2023/10/15 7:30,0,1,0,77.48,25.68,672,30.07,53.14,510
2023/10/15 7:40,0,1,0,78.3,25.72,674,30.47,52.42,495
2023/10/15 7:50,0,1,0,77.53,25.77,710,30.14,51.15,487
2023/10/15 8:00,0,1,0,78.1,25.79,710,30.37,52.37,486
2023/10/15 8:10,0,1,0,77.37,25.81,700,29.95,53.03,486
2023/10/15 8:20,0,1,0,77.34,25.83,706,30.07,55.92,487
2023/10/15 8:30,0,1,0,81.12,25.86,763,29.61,57.05,506
2023/10/15 8:40,0,1,0,80.16,25.87,756,29.22,59.76,544
2023/10/15 8:50,0,1,0,84.09,25.92,834,28.92,60.46,507
2023/10/15 9:00,0,1,0,83.01,25.88,853,27.52,65.44,499
2023/10/15 9:10,0,0,0,87.35,25.94,898,26.57,70.46,501
2023/10/15 9:20,0,0,0,89.13,25.9,1013,25.97,73.93,505
2023/10/15 9:30,1,0,0,89.93,25.86,974,25.54,75.84,525
2023/10/15 9:40,1,0,0,89.38,25.81,842,25.04,76.66,818
2023/10/15 9:50,1,0,0,89.07,25.72,721,24.43,79.23,774
2023/10/15 10:00,1,0,0,89.07,25.62,660,23.83,81.99,708
2023/10/15 10:10,1,0,0,89.31,25.55,630,23.31,84.57,662
2023/10/15 10:20,1,0,0,89.37,25.46,608,22.89,86.31,576
2023/10/15 10:30,1,0,0,89.27,25.36,593,22.46,87.4,562
2023/10/15 10:40,1,0,0,89.27,25.27,586,22.24,88.45,570
2023/10/15 10:50,1,0,0,89.21,25.19,591,22.09,88.77,578
2023/10/15 11:00,1,0,0,89.27,25.1,591,21.98,89.09,577
2023/10/15 11:10,1,0,0,89.24,25.04,587,21.8,89.58,578
2023/10/15 11:20,1,0,0,89.18,24.98,582,21.66,89.92,585
2023/10/15 11:30,1,0,0,89.11,24.9,587,21.5,90.04,591
2023/10/15 11:40,1,0,0,89.05,24.82,590,21.4,90.18,597
2023/10/15 11:50,1,0,0,88.96,24.76,587,21.36,90.25,600
2023/10/15 12:00,1,0,0,88.81,24.7,580,21.18,90.26,603
2023/10/15 12:10,1,0,0,88.71,24.61,584,20.98,90.14,818
2023/10/15 12:20,1,0,0,88.75,24.56,594,20.9,90.43,837
2023/10/15 12:30,1,0,0,88.6,24.5,593,20.83,90.2,795
2023/10/15 12:40,1,0,0,88.57,24.44,598,20.67,90.57,729
2023/10/15 12:50,1,0,0,88.42,24.36,601,20.6,90.77,654
2023/10/15 13:00,1,0,0,88.25,24.29,595,20.54,91.06,625
2023/10/15 13:10,1,0,0,88.17,24.21,583,20.41,91.05,618
2023/10/15 13:20,1,0,0,88.23,24.17,579,20.35,91.12,617
2023/10/15 13:30,1,0,0,88.19,24.1,581,20.23,91.23,619
2023/10/15 13:40,1,0,0,88.18,24.05,585,20.21,91.17,630
2023/10/15 13:50,1,0,0,88.17,23.99,581,20.12,91.31,630
2023/10/15 14:00,1,0,0,88.11,23.91,578,20.1,91.26,630
2023/10/15 14:10,1,0,0,88.16,23.88,580,20.09,91.4,632
2023/10/15 14:20,1,0,0,88.22,23.81,587,20.1,91.65,636
2023/10/15 14:30,1,0,0,88.35,23.8,591,20.01,91.84,639
2023/10/15 14:40,1,0,0,88.29,23.8,586,20.06,91.51,767
2023/10/15 14:50,1,0,0,88.41,23.77,591,20.11,90.98,973
2023/10/15 15:00,1,0,0,88.42,23.71,606,20.1,90.99,991
2023/10/15 15:10,1,0,0,88.55,23.7,608,20.19,91.09,922
2023/10/15 15:20,1,0,0,88.51,23.7,610,20.18,91.29,856
2023/10/15 15:30,1,0,0,88.48,23.64,613,19.98,91.77,771
2023/10/15 15:40,1,0,0,88.5,23.6,606,19.93,92.03,727
2023/10/15 15:50,1,0,0,88.56,23.57,599,19.95,91.94,697
2023/10/15 16:00,1,0,0,88.53,23.52,592,19.94,91.84,675
2023/10/15 16:10,1,0,0,88.52,23.5,586,19.9,91.8,666
2023/10/15 16:20,1,0,0,88.57,23.49,583,19.87,92.08,658
2023/10/15 16:30,1,0,0,88.55,23.43,582,19.9,92.09,650
2023/10/15 16:40,1,0,0,88.5,23.41,581,19.89,92.05,637
2023/10/15 16:50,1,0,0,88.47,23.39,575,19.79,91.92,632
2023/10/15 17:00,1,0,0,88.33,23.33,573,19.71,91.97,631
2023/10/15 17:10,1,0,0,88.34,23.3,577,19.64,92.03,637
2023/10/15 17:20,1,0,0,88.1,23.26,580,19.76,90.98,792
2023/10/15 17:30,1,0,0,88.02,23.2,589,19.77,90.86,867
2023/10/15 17:40,1,0,0,87.86,23.16,594,19.63,91.41,931
2023/10/15 17:50,1,0,0,87.87,23.1,589,19.65,91.59,900
2023/10/15 18:00,1,0,0,87.76,23.1,588,19.58,91.36,860
2023/10/15 18:10,1,0,0,87.65,23.07,572,19.46,91.28,726
2023/10/15 18:20,1,0,0,87.3,23,558,19.34,91.48,665
2023/10/15 18:30,1,0,0,87.14,22.96,557,19.21,91.43,648
2023/10/15 18:40,1,0,0,87.07,22.9,546,19.17,91.43,644
2023/10/15 18:50,1,0,0,87.1,22.9,547,19.12,91.34,638
2023/10/15 19:00,1,0,0,87.21,22.86,555,19.02,91.61,636
2023/10/15 19:10,1,0,0,87.12,22.8,556,18.92,91.77,650
2023/10/15 19:20,1,0,0,86.75,22.72,548,18.96,91.36,652
2023/10/15 19:30,1,0,0,86.76,22.7,549,18.82,91.53,646
2023/10/15 19:40,1,0,0,86.77,22.67,544,18.83,91.27,643
2023/10/15 19:50,1,0,0,86.74,22.6,548,18.77,91.27,645
2023/10/15 20:00,1,0,0,86.72,22.57,551,18.85,90.87,785
2023/10/15 20:10,1,0,0,86.82,22.51,565,18.89,90.92,917
2023/10/15 20:20,1,0,0,86.88,22.5,574,18.91,90.58,851
2023/10/15 20:30,1,0,0,86.89,22.49,574,18.91,90.43,824
2023/10/15 20:40,1,0,0,86.5,22.4,564,18.81,90.7,826
2023/10/15 20:50,1,0,0,86.34,22.35,564,18.72,90.76,793
2023/10/15 21:00,1,0,0,86.36,22.3,564,18.44,91.41,756
2023/10/15 21:10,1,0,0,86.43,22.29,559,18.35,91.79,701
2023/10/15 21:20,1,0,0,86.65,22.28,558,18.4,91.62,671
2023/10/15 21:30,1,0,0,86.59,22.21,559,18.37,91.26,660
2023/10/15 21:40,1,0,0,86.54,22.2,557,18.28,91.71,648
2023/10/15 21:50,1,0,0,86.53,22.17,546,18.32,91.59,644
2023/10/15 22:00,1,0,0,86.53,22.1,544,18.41,90.9,637
2023/10/15 22:10,1,0,0,86.53,22.1,542,18.32,90.82,634
2023/10/15 22:20,1,0,0,86.48,22.06,545,18.37,90.58,635
2023/10/15 22:30,1,0,0,86.48,22,540,18.3,90.77,639
2023/10/15 22:40,1,0,0,86.37,22,540,18.37,90.74,637
2023/10/15 22:50,1,0,0,86.55,21.99,543,18.49,90.35,709
2023/10/15 23:00,1,0,0,86.48,21.92,532,18.71,91.21,992
2023/10/15 23:10,1,0,0,86.67,21.91,534,18.85,90.15,852
2023/10/15 23:20,1,0,0,86.91,21.92,542,19.13,90.24,816
2023/10/15 23:30,1,0,0,86.97,21.9,528,19.53,89.21,805
2023/10/15 23:40,1,0,0,87.17,21.92,525,19.92,87.47,707
2023/10/15 23:50,1,0,0,87.41,22,527,20.45,84.88,640
2023/10/16 0:00,1,0,0,87.35,22.08,539,21.42,79.87,603
2023/10/16 0:10,0,0,0,87.99,22.25,606,22.06,75.73,580
2023/10/16 0:20,0,0,0,89.63,22.4,721,22.65,71.95,569
2023/10/16 0:30,0,0,0,90.56,22.53,888,23.12,71.15,560
2023/10/16 0:40,0,0,0,91.24,22.67,993,23.57,69.3,557
2023/10/16 0:50,0,0,0,90.59,22.77,1112,24.22,66.76,557
2023/10/16 1:00,0,0,0,89.93,22.97,1187,24.76,66.12,548
2023/10/16 1:10,0,0,0,90.06,23.15,1288,25.37,63.87,547
2023/10/16 1:20,0,0,0,89.21,23.2,1289,25.34,61.47,538
2023/10/16 1:30,1,0,0,86.21,23.25,1142,25.55,60.65,530
2023/10/16 1:40,1,1,0,86.05,23.36,1092,25.79,60.46,541
2023/10/16 1:50,1,1,0,84.49,23.42,1020,25.94,59.1,543
2023/10/16 2:00,1,1,0,83.9,23.5,967,26.02,58.38,534
2023/10/16 2:10,1,1,0,82.56,23.63,903,26.49,56.71,529
2023/10/16 2:20,1,1,0,83.23,23.77,917,26.64,57.25,525
2023/10/16 2:30,1,1,0,83.43,23.88,905,26.83,55.96,526
2023/10/16 2:40,1,1,0,80.23,23.99,887,27.18,55.13,522
2023/10/16 2:50,1,1,0,80.4,24.23,794,27.62,54.2,521
2023/10/16 3:00,0,1,0,82.05,24.67,871,27.81,54.22,515
2023/10/16 3:10,0,1,0,82.17,24.92,987,28.07,53.67,508
2023/10/16 3:20,0,1,0,82.16,24.93,1011,28.31,52.1,505
2023/10/16 3:30,1,1,0,81.81,24.98,987,28.56,50.55,507
2023/10/16 3:40,1,1,0,78.64,24.99,943,28.8,50.51,506
2023/10/16 3:50,1,1,0,76.78,25.1,864,29.26,48.91,501
2023/10/16 4:00,1,1,0,75.12,25.19,806,29.25,48.32,498
2023/10/16 4:10,1,1,0,72.97,25.38,765,29.41,48.18,497
2023/10/16 4:20,1,1,0,72.01,25.57,752,29.39,47.14,499
2023/10/16 4:30,0,1,0,72.39,25.72,784,29.54,46.74,500
2023/10/16 4:40,0,1,0,77.83,25.8,895,29.55,45.52,498
2023/10/16 4:50,0,1,0,83.13,25.73,1208,29.92,45.45,498
2023/10/16 5:00,0,1,0,85.75,25.7,1450,30.15,45.63,498
2023/10/16 5:10,0,1,0,86.96,25.75,1732,30.1,45.55,494
2023/10/16 5:20,0,0,0,87.28,25.87,1861,30.19,46.27,488
2023/10/16 5:30,0,0,0,87.92,25.98,1890,30.35,45.84,487
2023/10/16 5:40,0,0,0,88.95,26.11,2047,30.28,44.91,492
2023/10/16 5:50,0,0,0,90.09,26.22,2235,30.19,45.99,487
2023/10/16 6:00,0,0,0,90.87,26.3,2433,30.48,45.38,486
2023/10/16 6:10,0,0,0,91.94,26.36,2698,30.36,46.65,484
2023/10/16 6:20,0,0,0,92.86,26.4,2945,30.51,45.24,483
2023/10/16 6:30,0,0,0,93.15,26.5,3183,30.36,46.01,484
2023/10/16 6:40,0,0,0,93.86,26.65,3459,30.57,45.64,483
2023/10/16 6:50,0,0,0,94.24,26.78,3777,30.32,44.93,482
2023/10/16 7:00,1,0,0,91.18,26.76,3687,30.4,44.62,482
2023/10/16 7:10,1,0,0,88.43,26.87,3118,30.41,44.13,483
2023/10/16 7:20,1,0,0,86.73,26.99,2861,30.23,44.62,483
2023/10/16 7:30,1,0,0,83.48,27.01,2498,30.28,45.11,484
2023/10/16 7:40,1,0,0,82.4,27.07,2265,30.05,45.28,484
2023/10/16 7:50,1,0,0,85.04,27.16,2195,30.07,46.51,484
2023/10/16 8:00,1,0,0,84.72,27.22,2152,30.08,45.16,485
2023/10/16 8:10,1,0,0,81.36,27.22,1994,30.04,46.28,487
2023/10/16 8:20,1,0,0,79.82,27.26,1891,30.36,46.01,493
2023/10/16 8:30,1,0,0,81.66,27.38,1738,30.29,47.55,502
2023/10/16 8:40,1,0,0,88.44,27.48,2212,29.77,51.1,502
2023/10/16 8:50,1,0,0,88.83,27.39,2342,29.27,54.41,512
2023/10/16 9:00,1,1,0,86.07,27.3,1791,27.71,59.21,503
2023/10/16 9:10,1,1,0,82.24,27.29,1198,26.52,62.95,504
2023/10/16 9:20,1,1,0,81.34,27.24,889,25.75,66.67,507
2023/10/16 9:30,1,1,0,80.89,27.13,799,25.04,69.93,516
2023/10/16 9:40,1,1,0,80.92,26.99,719,24.11,73.47,531
2023/10/16 9:50,1,1,0,81.09,26.82,678,23.25,77.49,542
2023/10/16 10:00,1,1,0,80.91,26.64,647,22.51,80.56,552
2023/10/16 10:10,1,1,0,81.65,26.53,664,22.12,82.56,565
2023/10/16 10:20,0,1,0,84.44,26.85,890,21.65,84.06,566
2023/10/16 10:30,0,1,0,86.77,27.06,1215,21.21,85.49,566
2023/10/16 10:40,0,0,0,87.3,27.1,1280,20.88,86.46,606
2023/10/16 10:50,0,0,0,85.71,27.08,1129,20.64,86.07,879
2023/10/16 11:00,0,0,0,87.27,27.32,1235,20.55,86.97,857
2023/10/16 11:10,0,0,0,89.52,27.51,1707,20.54,87.25,831
2023/10/16 11:20,0,0,0,91.04,27.64,2070,20.46,87.64,800
2023/10/16 11:30,0,0,0,92.32,27.76,2395,20.31,87.81,774
2023/10/16 11:40,0,0,0,93.39,27.82,2635,20.16,88.33,723
2023/10/16 11:50,0,0,0,94.37,28.04,2884,19.95,88.9,629
2023/10/16 12:00,0,0,0,95.05,28.24,3182,19.85,89.16,608
2023/10/16 12:10,0,0,0,95.65,28.38,3488,19.76,89.27,602
2023/10/16 12:20,0,0,0,96.58,28.37,3791,19.62,89.53,602
2023/10/16 12:30,0,0,0,97.53,28.13,3957,19.67,89.54,608
2023/10/16 12:40,0,0,0,97.97,28.06,4031,19.61,89.45,611
2023/10/16 12:50,0,0,0,98.26,28.07,4198,19.41,89.68,606
2023/10/16 13:00,0,0,0,98.74,28.1,4490,19.42,89.71,605
2023/10/16 13:10,0,0,0,99.17,28.1,4795,19.4,89.59,604
2023/10/16 13:20,0,0,0,99.42,28.1,4989,19.36,89.98,604
2023/10/16 13:30,0,0,0,99.59,28.12,5000,19.52,89.45,788
2023/10/16 13:40,0,0,0,99.76,28.16,5000,19.61,89.01,1020
2023/10/16 13:50,0,0,0,99.89,28.2,5000,19.61,89.24,998
2023/10/16 14:00,0,0,0,99.9,28.2,5000,19.64,89.13,906
2023/10/16 14:10,0,0,0,99.9,28.26,5000,19.79,88.56,835
2023/10/16 14:20,0,0,0,99.9,28.3,5000,19.75,88.54,810
2023/10/16 14:30,0,0,0,99.9,28.3,5000,19.59,88.65,765
2023/10/16 14:40,0,0,0,99.9,28.33,5000,19.36,89.73,713
2023/10/16 14:50,0,0,0,99.9,28.4,5000,19.37,89.53,649
2023/10/16 15:00,0,0,0,99.9,28.4,5000,19.55,88.89,614
2023/10/16 15:10,0,0,0,99.9,28.41,5000,19.34,89.93,622
2023/10/16 15:20,0,0,0,99.9,28.49,5000,19.37,89.87,630
